#wavelength[nm] flux[nphotons] flux_uncert[nphotons]
710	0	413.9
712	161.009	663.26
714	0	403.65
716	127.787	242.856
718	140.813	243.233
720	144.438	243.434
722	111.954	245.155
724	172.941	250.655
726	76.1387	248.95
728	57.3759	250.348
730	0	250.834
732	93.4533	258.485
734	56.6552	261.381
736	42.0142	265.915
738	95.5614	268.966
740	67.5604	269.02
742	0	273.198
744	67.177	283.406
746	0	298.388
748	0	310.516
750	0	293.755
752	60.5802	287.798
754	0	316.024
756	0	362.564
758	0	324.491
760	0	304.701
762	14.0033	310.697
764	115.306	316.502
766	186.199	325.06
768	0	318.339
770	0	324.114
772	145.036	341.582
774	6.19413	338.65
776	4.21727	341.51
778	167.01	354.912
780	85.5268	358.783
782	0	367.785
784	0	380.855
786	0	380.178
788	0	382.555
790	0	398.214
792	0	405.17
794	0	417.16
796	0	450.477
798	0	445.163
800	149.015	449.781
